label,text
Positive,Tapi sekarang saya nampak mereka yang kini menegur pelancong dahulu.
Positive,Terima kasih FELCRA dan kerajaan kerana menetapkan harga rumah yang jauh lebih murah berbanding harga pasaran
Positive,BN sapu bersih 10 daripada 12 PRU
Negative,"Kalau bercerita tentang di awal pembukaan rancangan ini, memang dulu banyak masalah masa mula-mula masuk sini."
Positive,Lebih baik peneroka bagi makan ikan sahaja
Positive,"Sebagai negara yang menandatangani WHO (Pertubuhan Kesihatan Sedunia), kami juga komited untuk mencapai Strategi Sektor Kesihatan Global 2016-2021 dengan matlamat untuk menghapuskan viral hepatitis menjelang tahun 2030"
Negative,"Memang itu tidak adil kepada pengundi yang berpendapat pembangkang akan membersihkan sistem pilihan raya dan mentadbir kerajaan progresif, tetapi inilah jenis ketidakadilan yang perlu diterima oleh rakyat dalam sebuah negara demokrasi"
Positive,Hak sekolah luar bandar mendapat bantuan dan kemudahan secukupnya dalam membantu proses pengajaran dan pembelajaran di sekolah tidak boleh dinafikan oleh mana-mana pihak.
Negative,bidas pihak dakwa berpolitik dalam masjid
Negative,Tetapi kehidupan kami terjejas oleh kerana pembalakan meluas oleh syarikat-syarikat swasta.
Positive,"Setakat  ini, Alhamdulillah,  tak ada  seorang pun yang terkorban  dalam  kejadian keganasan di Malaysia. "
Negative,Tetapi dasar awam yang diperkenalkan seperti tidak membawa kita ke hadapan
Neutral,Tapi mereka ada ahli Melayu yang pernah bertanding di Teluk Intan dan pernah menang di Raub.
Positive,Pada masa yang sama ia juga akan memberikan mesej yang jelas bahawa kerajaan tidak akan berkompromi dengan apa-apa perkara yang boleh memudaratkan ketenteraman awam dan keselamatan negara.
Positive,Tidak benar dakwaan pembangkang kononnya akta menyekat berita palsu bertujuan menekan pembangkang supaya lebih memanfaatkan kerajaan
Positive,Saya minta mereka yang menjadi mangsa kepada pegawai terbabit membuat laporan kepada pihak JPJ bagi memudahkan mereka melakukan siasatan dan mengambil tindakan terhadap pegawai berkenaan
Negative,"Apa lagi yang boleh kami lakukan? Kami sudah menghantar surat bantahan dan memorandum kepada kerajaan negeri sejak 2010,"
Negative,Beliau menasihatkan agar pengundi muda tidak mudah terpedaya dengan strategi pembangkang yang memanipulasikan mereka dengan sifat keghairahan untuk melalukan perubahan.
Positive,"Visi kami adalah untuk lihat kempen kami secara sihat, gerakan kami tidak menjurus kepada menanam kebencian dan perpecahan"
Positive,Sebab itu kita perlu berhati-hati kerana fitnah ini kesannya sangat buruk dan hukumnya haram dan berdosa kepada penyebar atau menerima bulat-bulat tanpa usul periksa
Positive,"api alhamdulillah, sekarang semua kejadian itu dah tak berlaku, kita ada kawalan keselamatan daripada Pasukan Gerakan Am (PGA) selama 24 jam"
Negative,"Tapi berlaku salah faham… bila sebut ketum  sahaja, ingat minum ketum."
Negative,"Walaupun tahap korupsi tidak seteruk Najib, Mahathir ketika pentadbirannya telah menjejaskan demokrasi di Malaysia."
Positive,Bukan semua perkara kita perlu lapor kepada polis
Negative,"Kita boleh lihat sekarang di media sosial, parti pembangkang dan pemimpinnya bebas untuk memberi pandangan dan pendapat, tidak ada sekatan pun"
Negative,"menjalankan tugas-tugas timbalan presiden, berkata tindakan tegas perlu diambil kerana kumpulan itu telah mengkhianati parti."
Negative,Semua masalah kita hari ini disebabkan dia
Neutral,"Imej yang dihantar ke ATSB oleh McMahon diambil pada 6 November 2009, lebih 4 tahun sebelum pesawat itu hilang"
Neutral,"Rakyat pun faham, antara petanda hampirnya pilihan raya adalah janji-janji pemimpin kerajaan yang manis dan indah-indah belaka"
Neutral,"Sehingga kini tidak ada apa-apa prosiding, pembelaan atau penghakiman (mengenai saman itu)"
Positive,"Sebelum sekatan dikenakan, LHDN perlu memastikan notis tunggakan cukai disampaikan kepada individu atau syarikat mengikut undang-undang seperti yang diamalkan Jabatan Perkhidmatan Awam (JPA)"
Positive,Kita mahu memastikan semua peringkat masyarakat menikmati kemudahan yang lebih selesa
Positive,"Semasa saya menjadi pengarah Yayasan Sabah, kami bina banyak asrama di kampung-kampung untuk manfaat para pelajar kita"
Positive,Institusi kewangan Malaysia harus menjadi standard emas untuk amalan tadbir urus yang baik
Negative,Nampaknya saya akan buat susulan dengan menulis kepada IGP dan menyatakan saya terkilan serta tak puas hati sebab gagal bertemu dengan dia
Positive,jadi tak timbul isu Amanah bersungguh-sungguh menjatuhkan kerajaan Pas di Kelantan.
Positive,"Jika anda tidak mahu dikecam, duduk diam dan tak perlu buat kerja seperti saya."
Positive,Ini cuma bererti mereka mungkin menyimpan kemarahan mereka dan akan mendedahkannya pada hari pengundian
Neutral,Pada tahun 2013 saya bertemu beberapa kali dengan pegawai tertinggi perundangan negara tetapi ia adalah sulit serta persendirian. 
Negative,persoalannya apa lagi pembohongan malah perbuatan lebih ekstrem yang akan dilakukan
Negative,Calon gabungan pembangkang hilang kelayakan
Negative,mendakwa menggunakan taktik kotor dengan memaksan penerima bantuan kerajaan supaya bersumpah untuk mengundi calon
Positive," Terdapat banyak lagi harus dilakukan, dan kami perlu meningkatkan usaha serta melaksanakannya"
Positive,"Jangkaan awal, maahad ini akan siap dibina empat tahun dari sekarang, atau mungkin lebih awal bergantung kepada dana diterima"
Positive,"penduduk kampung boleh menumpukan kepada pilihan raya umum ke-14 (PRU14) yang akan berlangsung bulan depan, dengan aktiviti menggantung bendera dan sebagainya. "
Negative,"Saya tak fahamlah, dia tulis buku panduan untuk peniaga kecil tetapi bila ada orang nak meniaga dia kutuk"
Positive,"Kertas siasatan sudah dibuka jadi kalau hormat perlembagaan undang-undang Malaysia, sila serah diri segera"
Neutral,DAP juga ada beberapa kerusi yang kami rasa bahaya. 
Positive,setiap janji yang dibuat akan dilaksanakan tetapi sama ada ia akan bermula serta-merta atau memakan masa bergantung kepada masalah yang dihadapi kerajaan dalam proses melaksanakan sesuatu projek mengikut kawasan
Positive,"AirAsia adalah sebuah syarikat penerbangan dan kami menjual tiket dan kami akan terus membeli pesawat pada masa depan dan kami akan memiliki lebih banyak pesawat dan kemudiannya memajakkannya,"
Positive,"Saya tidak kisah, perdana menteri atau saya sendiri (jadi sasaran kritikan)"
Negative,Menyalahkan beberapa insiden malang dan mengambil langkah moratorium yang drastik untuk menghalang orang lain daripada mencari pekerjaan di Malaysia nampaknya bukan penyelesaian yang ideal
Positive,Kita sudah tingkatkan pemantauan rapi dengan mengambil pelbagai tindakan seperti memasang jaring keselamatan
Positive,Ini dilakukan kerana kita sebenarnya kasih dan tetap mahu membela nasib semua warga peneroka agar mereka terus mendapat manfaat-manfaat yang kita umumkan
Positive,Pelancaran KR1M 2.0 di TMG Temerloh menandakan bahawa usaha untuk mengkaji semula dan melaksanakan penambah baikkan pada konsep KR1M telah berjaya dilaksanakan
Negative,Ada kes saya 'locked' sehingga peminjam tidak perlu bayar pun dengan ah long tetapi peminjam didesak untuk bayar dan tidak termasuk caj pentadbiran
Positive,PPM bersetuju supaya laporan penuh pelaksanaan pemilihan semula tersebut disimpan oleh firma Grant Thornton mengikut tempoh masa wajar sepertimana keperluan perlembagaan Parti
Positive,"Ketika sesi pengundian sedang berlangsung, ada ejen tempat mengundi yang menjaga kaunter pengundian"
Negative,"Kita ambil contoh di Johor, ada yang wujudkan persepsi bahawa orang Cina dan Singapura telah menekan orang Melayu, lalu dipinggirkan. "
Negative,Kami mendapati terdapat sejumlah besar pekerja dengan diploma dan ke atas tetapi bekerja dalam jawatan perkeranian.
Neutral,"Oleh itu, beberapa orang bekas pelajar, yang sekarang ini merupakan pimpinan di dalam organisasi masing-masing"
Negative,Kebanyakannya adalah pendaftaran yang tidak dilakukan di JPN atau dalam kalangan orang Islam yang perkahwinan itu sah tapi didaftarkan di luar negara.
Positive,"Negara kita (jika) terus dipimpin oleh kerajaan BN, impian orang muda akan dapat kita penuhi"
Negative,"Walaupun ada BR1M untuk B40, ia hanya seperti beri Panadol kepada pesakit kritikal"
Positive,"Paling utama, kita hanya tawarkan apa yang kerajaan mampu bagi, yang mampu kita tunaikan, boleh buat"
Neutral,"Kecuali jika ada persempadanan semula, maka akan ada perubahan di tempat (sekolah) lain"
Positive,"Sekiranya mempunyai anak-anak yang bermasalah, doakan mereka agar bertaubat dan kembali ke pangkal jalan,"
Positive,"Oleh itu, Angkasa sentiasa bersedia memberikan bimbingan melalui taklimat kepada mana-mana koperasi baharu ditubuhkan supaya anggotanya memahami apa produk yang ingin dijalankan oleh koperasi berkenaan"
Positive,Lembaga yang diletakkan di bawah seliaan Kementerian Pengangkutan ini akan berfungsi sebagai badan kawal selia dalam aspek keselamatan dan sekuriti bagi industri penerbangan awam negara.
Positive,"Untuk menjadi seorang pendakwah atau ulama holistik, kita perlu mempunyai kombinasi pelbagai aspek pengetahuan"
Positive,"Sekarang, kita bukan sahaja dapat anjur program komuniti malah menganjurkan ceramah politik"
Positive,"Justeru, kemudahan seperti ramp (tanjakan) dan tandas bergerak perlu disediakan untuk kemudahan mereka."
Positive,Saya rasa dan percaya parti lain mungkin mempunyai perasaan yang sama
Negative,"Ia sama seperti menghina mahkamah di mana satu laporan polis boleh dibuat,"
Positive,Rapat raksasa akan diadakan pada sebelah malam di lokasi yang akan ditetapkan
Neutral,"Individu itu sedang disiasat, butirannya kenalah tanya SPRM benarkah ada kes sebegini"
Positive,"Berdasarkan pengamatan dan kajian lapangan, kami dapati teori tiga penjuru menguntungkan BN sudah pun mempengaruhi persepsi awal pengundi yang ditemui kerana sudah dimainkan media arus perdana dan alternatif sejak Mei 2016"
Positive,komited untuk berbakti dan mampu mencetuskan satu revolusi pembangunan
Positive,"Calon-calon wanita terdiri daripada pelbagai latar belakang, mempunyai kelayakan akademik yang bukan calang-calang, dengan ada di antara mereka bekerjaya sebagai peguam, doktor, bekas guru dan memegang jawatan utama dalam parti yang diwakili."
Positive,Malah mereka mahu melihat Jho Low diambil tindakan sekiranya benar penglibatan beliau mencuri duit 1MDB mengikut undang-undang negara
Positive,menggalakan golongan muda menceburi pertanian dan cari cara menjana kekayaan baharu sektor agro makanan
Neutral,Apa yang penting adalah sertai Pakatan Harapan dulu.
Negative,"Ia adalah bidang yang diabaikan pada masa lalu, kerana terlalu mengutamakan industri pembuatan kereta"
Neutral,Begitulah keadaannya
Negative,Pilihan raya penting tapi perlembagaan tak penting?
Negative,Sentimennya ialah mereka sangat ingin menukar kerajaan sekarang.
Positive,Kita akan pantau perjalanan perusahaan peserta yang dibantu dari semasa ke semasa hingga mereka mampu stabil dan menjana pendapatan lebih baik.
Negative,"Dalam PKR misalnya, kumpulan yang menyokong timbalan presiden PKR merangkap Menteri Besar Selangor Datuk Seri Azmin Ali tak berminat sangat"
Positive,"Kebanyakan ugutan yang diterima tidak berpanjangan, ia hanya sekadar ugutan dan tidak ada tindakan daripada pihak yang mengugut"
Negative,Saya pernah menguruskan permohonan PRA beberapa tahun lalu dan perlu naik turun beberapa kali ke pejabat Kementerian Dalam Negeri (KDN) dan Jabatan Imigresen dengan terlalu banyak borang dan dokumen harus disediakan
Positive,Kunci utama mengatasi perbezaan kami ialah bahasa.
Negative,"Mereka bukan bersaing untuk pasaran lebih, mereka bersaing sesama sendiri untuk dapatkan pelanggan sama"
Positive,"Geely merupakan pilihan baik, bukan sahaja beli Volvo, baru-baru ini Geely beli Daimler."
Positive,Rakyat sekarang tidak bodoh nak kena tipu dengan janji-janji mereka
Neutral,Setakat ini masih belum ada sebarang maklumbalas dari Pengerusi PH Selangor
Neutral,Gelombang senyap
Positive,"Jadi jika mahu bermacam-macam bantuan, kenalah kekalkan sokongan kepada kerajaan hari ini"
Positive,Ini membuktikan Tuanku mengiktiraf peranan dan sumbangan kaum Cina di Johor.
Positive,"Rakyat hendaklah jelas dengan kuasa pengguna yang mereka miliki, bijak dalam membuat keputusan dan mengambil tindakan yang sewajarnya dalam situasi tertentu terutamanya apabila berhadapan dengan kes-kes penipuan dalam talian"
Negative,"Selain kos pembayaran gaji pekerja, kadar tarif elektrik dan air selain komisen bagi pembayaran kad kredit kepada pihak bank turut telah meningkat sejak 2008"
Positive,"Pada pandangan PAS ada benda yang tidak betul (pada 1MDB) dan ia perlu disiasat, mesti diperbetulkan dan tubuh suruhanjaya diraja, kawal aset, hadapkan mereka ke muka pengadilan"
Positive,Kita sedang mengkaji dari pelbagai sudut Perlembagaan bagaimana kita boleh mengenakan cukai ke atas sumber-sumber kita yang ada bagi menambah hasil pendapatan negeri
Negative,"Semasa dalam PKR, saya memang memperjuangkan nasib golongan muda, ibu tunggal dan warga emas, namun sehingga semasa keluar parti pun, saya tidak nampak sebarang wawasan untuk anak muda dan golongan berkenaan jika terus bersama PKR"
Positive,"Jika perkara ini (cadangan) dapat dilaksanakan, maka ini akan dapat mengurangkan kesesakan yang ada, namun kita harus menghormati aspek keselamatan yang dikhuatiri oleh mereka (Singapura)"
Positive,"Saya tandatangani kerana kita perlu ingatkan mereka yang kaya, wang tak boleh beli undang-undang"
Positive,Kita juga akan membantu pengguna jalan raya yang mengalami masalah serta halangan yang menyebabkan kesesakan di kawasan terbabit kerana ia juga boleh menjadi punca berlakunya kemalangan
Positive,JKM akan pastikan baki 32 PDK yang masih belum didaftar akan diselesaikan dalam tempoh tiga bulan ini
Positive,"Masyarakat Melayu masih ingin perubahan, namun bukan secara drastik"
Positive,"Mungkin saya bukan pakar ekonomi tetapi kita membawa bersama pakar ekonomi dan mereka mendapat penjelasan, orang yang mengadu (di kalangan pembangkang lain) ini tak dapat penjelasan."
Negative," Sekarang ini, kita nak tutup hutang itu dengan mengadakan projek lain, jadi ia memakan masa."
Neutral,Apakah yang disembunyikan? 
Positive,"Belia memainkan peranan penting membentuk masa depan, yang menyebabkan GMMF memperkenalkan inisiatif yang digerakkan bagi memperkasakan golongan belia melalui program nasional dan serantau"
Positive,janji-janji memperkasakan kedudukan wanita dalam semua sektor termasuklah dalam bidang politik.
Positive,"UMNO dan Perdana Menteri, Datuk Seri Najib Razak menarik lebih banyak minat daripada wanita berbanding parti pembangkang dan Dr Mahathir"
Positive,"Pertubuhan Makanan dan Pertanian, sebuah agensi Pertubuhan Bangsa-Bangsa Bersatu, menjangka pada tahun 2050 penduduk dunia akan mencecah 9.1 bilion orang dan untuk menepati permintaan, pengeluaran makanan perlu ditingkatkan sebanyak 70 peratus."
Negative,"Saya terkejut dengan tuduhan itu, tak pernah terlintas di fikiran saya"
Positive,Kementerian amat berbesar hati dengan kesungguhan mereka yang terlibat dalam memastikan hak-hak pekerja tidak didiskriminasikan seperti yang termaktub dalam Perlembagaan
Neutral,Tetapi perkara ini masih awal untuk dibincangkan
Positive,"Dalam kes ini, saya yakin, jumlah yang bakal mengundi Harapan adalah lebih besar."
Neutral,Sepatutnya tiada tindakan (gangguan) sebegitu
Neutral,"Telah disebut tadi embargo sehingga Rabu, biar disitu dulu. "
Positive,"Walaupun jumlah warga asing melakukan kesalahan ini rendah, tetapi kita tidak berkompromi dengan kes seperti ini"
Neutral,Saya tak pilih kerusi Pekan atau Bagan Datuk
Positive,Ini merupakan satu pengiktirafan kepada rancangan Malaysia dan kerjasama yang kukuh di kalangan agensi kerajaan dan MOSTI sangat komited ke arah persekitaran siber yang selamat bagi individu dan syarikat di Malaysia
Positive,BBM percaya penekanan pendidikan agama mampu hindari mereka daripada unsur negatif
Positive,"Saya menggunakan kereta sendiri, (dengan menjadi pemandu Uber) saya mampu membayar pinjaman kereta, bil dan perbelanjaan makan"
Positive,"Sekali gus, ini memberikan gambaran kepada masyarakat kita memiliki tenaga yang cukup untuk atur pentadbiran negeri ini"
