label,text
Positive,"Sebagai antara negara yang lebih membangun, Malaysia boleh memainkan peranan penting dengan berkongsi pengalaman dan kemahirannya dalam membangunkan kawasan luar bandar."
Positive,"Sekarang, saya tidak akan menafikan isu ini"
Neutral,Saya akan mempertimbangkannya (bertanding)
Negative,Rakyat Malaysia berulang kali dalam pilihan raya telah membuktikan kemampuan memilih dengan bijak.
Positive,"Berdasarkan pemantauan sebelum ini, kebanyakkannya berada dalam keadaan memuaskan memandangkan mereka berdaftar dengan Jabatan Agama Islam Negeri Perlis (JAIPs)"
Positive,"1MDB berulang kali menjelaskan bahawa walaupun ia mempunyai urusan perniagaan dengan Aabar BVI, 1MDB tidak mempunyai sebarang urusan perniagaan dengan Jho Low dan yang lebih penting, 1MDB bukanlah pihak dalam tuntutan sivil DoJ"
Positive,Saya memberi jaminan kepada petugas PBB bahawa kementerian saya akan terus memberi kerjasama sepenuhnya terhadap tugas PBB di Malaysia
Neutral,Saya tidak dihantar untuk sabotaj siapa-siapa.
Neutral,Projek itu ada terma dan perjanjian antara dua pihak
Positive,Beliau sudah berubah dan komited terhadap agenda reformasi
Positive,Sewajarnya Majlis Raja-Raja Melayu perlu memadamkan pesepsi ini agar rakyat tidak menyalahkan Raja-Raja Melayu atas kerosakan negara akibat dari kerajaan dan tangan pemimpin klaptokrat Umno-BN
Positive,Polis telah bekerjasama dengan Suruhanjaya Komunikasi dan Multimedia (SKMM) bagi kes terdahulu
Positive,demokrasi adalah kuasa rakyat di mana pegawai kerajaan dan mahasiswa juga adalah kuasa rakyat.
Positive,"Oleh itu, kita harus berbangga kerana berada di dalam sebuah parti yang berjiwa rakyat, membantu rakyat dan berhidmat untuk rakyat"
Negative,Saya juga bimbang tentang pembaikan cerun
Negative,"Tiba musim pilihan raya, makin ramai syaitan muncul buat fitnah"
Negative,"Diangkut orang lain untuk bercakap tentang kejayaan kerajaan Selangor,"
Neutral,Pendedahan Mazlan berkaitan pembabitan isteri Perdana Menteri dalam isu kegagalan projek ikan sturgeon mutakhir ini barangkali menjadi antara faktor tangkapan ini dilakukan.
Positive,Saya tak tolak realiti ada yang terpaksa menjadi peniaga sebab tak ada kerja lain tetapi ada juga yang memilih untuk menjadi peniaga
Neutral,Mereka cakap nak jumpa ‘Cikgu Azhar’ dan wakil penduduk Orang Asli di kampung.
negative,"Malah, saya difahamkan oleh ahli PPBM yang pergi ke pejabat ROS untuk bertanya hal ini bahawa mereka dimaklumkan ada dokumen berkaitan PPBM hilang"
Positive,Pembangunan baharu termasuklah pengkomputeran awan perindustrian untuk mengawal proses pembuatan
Negative,"Pada Februari, Felda meminta untuk kaveat di tanah itu tetapi kami tidak berjaya dan ditolak oleh PTG"
Negative,"Walaupun tahap korupsi tidak seteruk Najib, Mahathir ketika pentadbirannya telah menjejaskan demokrasi di Malaysia."
Negative,"Jika projek itu dibatalkan, sudah tentu kerajaan perlu bayar pampasan berbilion ringgit kepada kontraktor"
Positive,Tidak timbul soal kami dibuli PAS. 
Positive,Sangat baik.
Positive,Kebanyakan daripada 718 pusat Tahfiz berkenaan adalah tidak berdaftar dan fokus utama pada fasa pertama adalah kerja pendawaian semula
Positive,"perang poster ini bukan sahaja menambah kemeriahan PRU, malah menjadi sumber utama dalam memperkenalkan calon tersebut"
Positive,"Kita harap Pas dan kerajaan dapat bersatu supaya institusi agama dapat diperkukuhkan, begitu juga dengan institusi raja dan paling penting penyatuan umat Islam secara keseluruhannya"
Positive,"Malah, peningkatan pendapatan bagi 20% tertinggi juga lebih daripada dua kali ganda peningkatan pendapatan untuk kelas pertengahan rakyat Malaysia"
Negative,Ia tidak dilaksanakan kerana kami tidak menang PRU dan masih sebagai pembangkang
Negative,Ini tidak elok.
Negative,"ika calon-calon bermasalah dipilih, parti terpaksa berhadapan dengan pelbagai serangan"
Negative,Jadi saya merasa terkilan kerana usaha sedemikian memberi tekanan emosi dan mental kepada keluarga khususnya isteri dan anak-anak.
Negative,segala macam strategi digunakan untuk menjatuhkan maruah dan kredibiliti pihak kerajaan
Positive,"Tapi kejadian ini melibatkan keselamatan jalan raya, jadi MIROS akan terlibat"
Positive,"Lebih membanggakan lagi, NHRAP yang dibangunkan ini adalah pelan yang komprehensif, dengan mengambil kira aspirasi rakyat dan berdasarkan acuan Malaysia,"
Positive,"JPN akan melakukan tindakan adil untuk anak-anak yang dimangsakan supaya atas nama kemanusiaan dan perundangan, mereka layak untuk mendapat pendidikan di sekolah serta diberikan dokumen yang sah"
Negative,"Malah, ada peniaga yang lebih berani melabel kandungan atau peratus nikotin dalam cecair vape tertentu, kemudian dilekatkan pada botol cecair berkenaan"
Neutral,Kami bergantung hidup pada hutan untuk kehidupan kami.
Positive,"Sepatutnya Invoke perlu buat melalui Majlis Presiden, baru nampak selaras dan lebih baik dalam konteks persaingan dalam pimpinan PH."
Negative, Apa yang membimbangkan sekarang adalah elemen keselamatan yang boleh menjadi ancaman pada masa depan
Positive,"Sekali gus, ini memberikan gambaran kepada masyarakat kita memiliki tenaga yang cukup untuk atur pentadbiran negeri ini"
Positive,membolehkan pekerja melindungi diri dengan lebih baik dan mengelakkan sebarang insiden yang tidak diingini semasa tempoh pilihan raya
Positive,"Alhamdulillah, pada majlis sama kita turut menerima peruntukan RM41,000 daripada seorang individu dan unit tindakan Dun Bukit Kayu Hitam serta Jitra"
Negative,Matlamat perjuangan mereka (Bersatu) tidak sehaluan
Positive,Siapa sahaja calon yang membawa bendera BN wajib kita sokong.
Negative,"Yang betul-betul boleh kalahkan Najib Razak dan (isterinya) Rosmah Mansor dan seluruh jentera Barisan Nasional (BN), tak lain tak bukan hanya Tun Dr Mahathir Mohamad yang layak"
Negative,Kisah serangan dan gangguan yang dikatakan dilakukan oleh 'orang minyak' di Kampung Pengkalan Demit di sini awal bulan ini tidak lagi kedengaran sejak bermula musim pilihan raya.
Positive,Kementerian memandang serius kes ini kerana bahan buangan daripada kilang itu telah menjadi punca pencemaran kepada empat Loji Rawatan Air (LRA) di Johor 
Negative,Kalam ingin mengupas tentang sikap sesetengah daripada orang kita yang terlalu taksub de­ngan parti yang disokong sehingga ke peringkat sanggup bermusuh-musuhan.
Positive,"Kertas siasatan sudah dibuka jadi kalau hormat perlembagaan undang-undang Malaysia, sila serah diri segera"
Positive,kita akan memberi persaingan yang baik
Positive,Ini perlu diubah di mana pusat jagaan ini perlu diintegrasi bersama pusat jagaan kanak-kanak dan pusat aktiviti komuniti supaya adanya komunikasi dengan pelbagai lapisan
Neutral,Persetujuan terlebih dahulu dari individu perlu diperolehi.
Neutral,Ada orang jual nasi lemak kerana itu cara mereka menyara hidup
Positive,"Apa yang kami mahukan supaya orang ramai mengetahui mengenai PIDM dengan lebih mendalam dengan harapan apabila berlaku sesuatu perkara di kemudian hari, mereka tahu cara bagi menanganinya"
Negative,Tidak jadi. 
Positive,Program hari ini membuka mata kami tentang komuniti orang asli
Negative,Kalau ada pun cuma dibagi pada kalangan mereka
Positive,"Visi kami adalah untuk lihat kempen kami secara sihat, gerakan kami tidak menjurus kepada menanam kebencian dan perpecahan"
Positive,Sebab itu saya mula turun ke kem di seluruh negara bagi memberi penjelasan sebenar kepada anggota tentera sejak kebelakangan ini.
Positive,"Selain itu, ruang pembelajaran yang berbeza juga wajar disediakan serta pentaksiran pelajar tanpa peperiksaan"
Positive,"Jika ada akta, kita dapat memberi garis panduan dalam mengelakkan masalah itu daripada berlaku termasuk definisi dan prosedur untuk memproses aduan berkaitan gejala itu"
Positive,Pilihan raya yang bebas dan adil atau tanpanya merupakan faktor integrasi hak asasi manusia
Positive,"saya ingin menzahirkan penghargaan kepada Perdana Menteri, Datuk Seri Najib Razak kerana menekankan mengenai pelaksanaan program STEM demi masa depan negara"
Negative,Pihak pembangkang sentiasa memusatkan matlamat dan agenda mereka untuk menjatuhkan kerajaan sedia ada.
Neutral,"Laporan The Sun dan juga Utusan Malaysia secara jelas menyebut bahawa Felda telah mendapat kembali hak milik,"
Negative,"Apabila berpandu kepada emosi ditambah tidak faham keadaan sebenar, mereka buat janji tidak munasabah"
Neutral,Ketika itu saya berumur 11 tahun dan saya tidak faham apa maksud disingkirkan.
Positive,Teras kelima ialah kewajiban antarabangsa yang menyenaraikan komitmen Malaysia dalam instrumen-instrumen antarabangsa berkaitan hak asasi manusia
Neutral,"Sebenarnya kalau kita mahu berunding dengan mereka, kalau kita mahu berbincang dengan mereka, bermakna kita iktiraf tuntutan dia."
Neutral,Setakat ini masih belum ada kakitangan KKM yang dipanggil polis untuk memberi keterangan.
Negative,"perlu membuang sikap 'bertanding semata-mata untuk bertanding', terutama bagi kerusi yang menjadi kubu kuat DAP"
Neutral,Kawasan ini digelar kawasan hitam dan merupakan laluan komunis.
Negative,“Tempoh hutang itu diselesaikan bergantung kepada projek-projek yang dilaksanakan sekarang untuk mewujudkan sumber kewangan sebab kita dah lakukan kesilapan. 
Positive,JKM akan pastikan baki 32 PDK yang masih belum didaftar akan diselesaikan dalam tempoh tiga bulan ini
Positive,"Sehubungan itu, kerajaan sudah bersetuju untuk meluluskan peruntukan sebanyak RM3.2 juta bagi menyelesaikan masalah gangguan angin dan ombak kuat yang dialami oleh nelayan di kawasan tambatan bot nelayan jeti Chenang ini"
Neutral,"Kalau penting sangat, mereka boleh berhenti di kawasan yang selamat untuk menjawab panggilan atau membalas teks"
Positive,"teknologi juga menjimatkan kos, masa dan tenaga."
Neutral,Saya tak tahu tentang apa yang diperlukan dalam proses itu
Positive,"Sebaik saja habis hutang, tidak perlu lagi wujud 1MDB"
Positive,Apa yang pihak kami dapati ialah kebanyakan sekolah baharu yang dibina adalah terletak di kawasan pembangunan baharu
Positive,Jadi sampai masanya perlu ada satu kaedah atau pelan perlindungan keselamatan anggota-anggota penguat kuasa bagi menjamin keselamatan mereka
Positive,"Pasir yang dikorek bukan untuk kerja-kerja penambakan laut di Teluk Muroh, Lumut"
Positive,Tentulah kerajaan perlu ambil kira keperluan sebenar dengan ambil kira pandangan dari pihak hospital sendiri
Positive,Tidak ada rakyat Malaysia yang mahukan perasaan kebencian ini terus ditanam dan disemai di dalam jati diri setiap warganegara
Positive,"Saya menghargai peruntukan itu kerana iniah dana yang kita nanti-nantikan, terutamanya jabatan pendidikan"
Neutral,Saya merayu kepada mahkamah untuk mengetepikan hukuman penjara lima bulan dan 22 hari  yang diberikan Hakim Mahkamah Sesyen terdahulu dan memohon hukuman penjara setahun dikenakan terhadap Vivian
Positive,"Kita tidak boleh tunggu sehingga insiden yang tidak diingini berlaku baru mahu bertindak, kerana individu yang mengalami masalah mental boleh mengundang pelbagai risiko terhadap orang di sekelilingnya"
Positive,"Proses perolehan itu dilakukan secara telus, kalau kata ia tidak ikut proses, maka itu salah"
Negative,Berita tersebut adalah palsu yang sengaja diada-adakan dalam usaha untuk menggambarkan bahawa sistem demokrasi di negara kita tidak telus dan tidak
Neutral,Siapa kata?
Positive,saya tinggalkan negara ini dalam keadaan baik
Negative,Saya menerima banyak laporan sejak kebelakangan ini ramai pengusaha stesen minyak yang menanggung kerugian dan terpaksa gulung tikar akibat isu ini
Neutral,"Mereka ini melibatkan pelbagai latarbelakang, ada yang profesional, ada muda, muslimat  ada ulama jadi untuk mentadbir dan juga daripada penyokong bukan Melayu."
Positive,tidak pernah mengenal erti serik bertanding walaupun sudah lima kali tewas beberapa pilihan raya umum dan pilihan raya kecil.
Positive,"Namun, taktik tersebut tidak berjaya kerana ia akhirnya ditemukan oleh penguatkuasa SFC"
Positive,"Kalau kita tidak bersalah, kenapa kena takut"
Positive,"SPR rayu, minta parti politik hantar ejen secukupnya di tiga tempat iaitu tempat mengundi, pengiran undi dan barung semakan"
Positive,"Sehubungan itu, KKM menyediakan perkhidmatan saringan kanser serviks dan saringan kanser payu dara secara percuma di fasitili-fasiliti KKM di seluruh negara"
Positive,Saya bertanding di 1 kerusi yang di mana semua orang anggap tidak boleh menang.
Positive,PPM bersetuju supaya laporan penuh pelaksanaan pemilihan semula tersebut disimpan oleh firma Grant Thornton mengikut tempoh masa wajar sepertimana keperluan perlembagaan Parti
Positive,Solidariti ini penting bukan sahaja semasa pilihan raya tapi selepas itu juga
Positive,Ia merupakan usaha yang sangat dialu-alukan dan membawa impak baru dalam dunia perhotelan di negara ini
Positive,"Sejak saya mengambil alih (Selangor) sudah hampir empat tahun, tiada catuan air, saya tidak benarkan."
Positive,Harap-harap akan kita boleh selesaikan dalam masa terdekat
Positive,"Kita akan melihat semula perjanjian di antara majikan dan pekerja berkenaan, mana-mana peraturan yang masih mempunyai kelonggaran maka kita akan adakan kajian semula termasuk SOP keselamatan"
Negative,kecaman dan kritikan hebat pastinya dirasai oleh parti pemerintah lantaran kedudukannya yang menjadi kerajaan pada hari ini dengan pelbagai dasar dan polisi yang sentiasa terdedah kepada kritikan dan pelbagai persepsi rakyat.
Positive,"Ini model yang kita guna pakai di Malaysia dan sangat berkesan,"
Positive,Kenapa saya mesti buat begitu dan bagaimana saya boleh tinggalkan kawasan yang saya curahkan khidmat bakti selama ini.
Positive,"Justeru seorang murid mendapat manfaat sekurang-kurangnya RM8,900 setahun, selaras Akta Pendidikan 550 yang menyatakan pendidikan adalah percuma di negara ini"
Positive,"Justeru, tiada sebarang pemindahan bon atau dana seumpamanya kepada mana-mana syarikat, pihak atau individu seperti yang dinyatakan di atas berlaku seperti yang didakwa"
Negative,Negara mengamalkan demokrasi berparlimen tetapi kini lebih dikenali sebagai negara kleptokrasi disebabkan pemimpin kerajaan yang telah merompak dan merampas hak rakyat
Positive,Pihak kami memandang serius isu ketirisan dan penyalahgunaan data peribadi susulan daripada beberapa kejadian yang telah berlaku baru-baru ini.
Neutral,Kehadiran Israel pada Forum Bandar Sedunia Kesembilan (WUF9) adalah susulan undangan daripada Pertubuhan Bangsa-Bangsa Bersatu (PBB) bukan jemputan Malaysia
Positive,Kita juga mempunyai rekod yang baik dalam pengurusan dengan menggunakan kepakaran tempatan
Positive,Kerajaan Persekutuan janji untuk pertimbangkan bantuan RM500 kepada mangsa banjir di negeri ini.
Positive,Jadi BN akan menang
Neutral,"Ia perkara simbolik, biasa dilakukan ketika perayaan"
Positive,mereka yang tidak disenaraikan sebagai calon masih boleh menyumbang kepada parti walaupun tidak dipilih pucuk kepimpinan.
Negative,Amaran Datuk Seri Najib supaya rakyat tidak percaya kepada berita palsu hanya omongan kosong umpama ketam mengajar anak berjalan
Positive,"Apabila rancangan ini dilaksanakan, ditambah pula dengan rangkaian sistem kereta api yang bakal siap menjelang 2026, kita percaya masalah kesesakan dan kemalangan jalan raya dapat dikurangkan"
Negative,"Lebih malang, sebahagian besar daripada dana awam bernilai RM250 juta hilang begitu saja"
Positive,"Menurut tinjauan Institut Darul Ehsan (IDE), dalam konteks ini, BN mendapat peratusan yang lebih tinggi"
Positive,"Ini secara tidak langsung dapat membantu kira-kira 440,000 pekebun kecil getah dalam meningkatkan pendapatan mereka dan kepelbagaian penggunaan getah terutamanya dalam sektor pembinaan dapat mengurangkan stok getah semasa"
Negative,"Apa yang kita risau, dalam Proton sendiri pun semuanya dikuasai oleh Geely"
Positive,Ini cara untuk keluarkan mereka daripada kemiskinan
Negative,Petugas pilihan raya dan media juga bakal menghabiskan masa berjam-jam di jalan raya semasa kempen serta pada hari penamaan calon dan hari mengundi
Negative,GST tidak diperlukan.
Neutral,Rundingan mengenai pembahagian kerusi masih berjalan dan saya adalah seorang daripada anggota yang terbabit
Negative,"Ini masalahnya. Bukan rakyat, tetapi sistem"
Positive,Satu lagi perkara penting ialah mendapatkan sokongan daripada kawan-kawan atau keluarga
Positive,"Pihak kami turut berharap kerajaan membina lebih banyak rumah mampu milik berharga kurang daripada RM150,000 serta pengecualian GST terhadap bahan binaan rumah pertama"
